Descripcion,Codigo
    SISTEMA DE GAS,GAS
    KIT DE COCINA,TVAR
DISEÑO INTERIOR Y AMOBLAMIENTO AREAS COMUNES,TVAR
Cartel de obra,OP
Cerco perimétrico de madera,OP
Caseta de guardianía,OP
Caseta de Oficina Técnica,OP
Caseta de Almacén,OP
Comedor para personal obrero,OP
Vestuario para personal obrero,OP
Instalación sanitaria provisional,OP
Movilización y desmovilización de equipos,OP
Instalación eléctrica provisional,OP
Baños de Obra,OP
Construcción de veredas f'c=210 kg/cm2,OP
Protección de ducto vecino con malla rashell,OP
Cámaras de seguridad de Obra,OP
Trazo y replanteo,TP
Prevención de riesgos (Seguridad),SEG
Exámenes médicos ocupacionales,SEG
Equipos de protección individual,SEG
Equipos de protección colectiva,SEG
Señalización temporal de seguridad,SEG
Presupuesto Covid,SEG
Personal vigía,SEG
Guardian Dia (Control puerta),ESTIM
Almacenero,ESTIM
Asistente de calidad,ESTIM
Agua para construcción de obra,ESTIM
Fletes,ESTIM
Energía eléctrica para construcción de obra,ESTIM
Agua para personal obrero durante proceso constructivo,ESTIM
Alquiler equipos menores,OP
Alquiler minicargador,OP
Alquiler de winche,OP
Alquiler de montacarga de materiales de 1 Ton,OP
Pasarela perimétrica durante la ejecución de sótanos,OP
Alquiler escalera de acceso para traslado de personas,OP
Chute para descarga de desmonte nuevo,OP
Alquiler de nivel topográfico,OP
Alquiler de Polipasto,OP
Alquiler andamio colgante eléctrico,OP
Alquiler andamio metálico normados (tarrajeo exterior),OP
Transporte de equipos de excavación,MT
Excavación y eliminación con retroexcavadora masiva (1° nivel),MT
Excavación y eliminación c/retroexcavadora masiva (2° nivel),MT
Excavación y eliminación c/retroexcavadora masiva (3° nivel),MT
Excavación y eliminación c/retroexcavadora masiva (4° nivel),MT
Instalación y Desinstalación de plataforma para excavación,MT
Estabilización manual de talud,CA
Acero en muros de contención,CA
Picado de muros anclados,CA
Alquiler de retroexcavadora para banquetas,CA
Perfilado manual para muros anclados,CA
Perfilado manual de banquetas,CA
Concreto lanzado en muros de contención f'c=280 kg/cm2,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 refuerzo muro anclado,CA
Sistema de anclaje para muros contencion,CA
Excavación manual de cimentaciones,MT
Relleno y compactación con material propio,MT
Nivelación y compactación,MT
"Solados para cimentaciones, zapatas en columnas y placas f'c=100 kg/cm2 e=5cm",CA
Concreto en losas sobre terreno f'c=175 kg/cm2,CA
Concreto ciclópeo para cimentación 1:10 + 30% P.G.,CA
Concreto f'c=210 kg/cm2 en cimientos corridos y vc slump 4'' a 6'' piedra 57,CA
Encofrado normal y desencofrado de cimientos y vigas de cimentación,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en cimiento corrido armado,CA
Concreto premezclado vigas de cimentación armado f´c = 210 kg/cm2,CA
Encofrado normal y desencofrado vigas de amarre,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en vigas cimentación,CA
Concreto premezclado en zapatas f'c=280 kg/cm2,CA
Encofrado normal y desencofrado zapatas,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en zapatas,CA
Concreto en falsa zapata f´c = 100 kg/cm2,CA
Encofrado y desencofrado normal de falsa zapata,CA
Acero corrugado en losa sobre terreno,CA
Encofrado normal y desencofrado de Losa sobre terreno,CA
Solados para cisterna,CA
Concreto premezclado en cisterna de agua f´c = 280 kg/cm2,CA
Encofrado metálico y desencofrado muros- Cisterna,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en muros de contención- Cisterna,CA
Water Stop en uniones,CA
Encofrado metálico y desencofrado piso Cisterna,CA
Encofrado metálico y desencofrado losa maciza techo Cisterna h>3.0,CA
Concreto premezclado en cisterna de agua f´c = 280 kg/cm2 - piso y techo,CA
Concreto premezclado placas f'c=210 kg/cm2 slump 4,CA
Encofrado/desencofrado en placas,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en placas,CA
Concreto premezclado columnas f'c=280 kg/cm2 slump 4,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en columnas,CA
Encofrado y desencofrado columnas,CA
Concreto premezclado columnas f'c=210 kg/cm2 slump 4,CA
Concreto premezclado columnas f'c=350 kg/cm2 slump 4,CA
Concreto premezclado placas f'c=280 kg/cm2 slump 4,CA
Concreto premezclado placas f'c=350 kg/cm2 slump 4,CA
Encofrado normal y desencofrado en vigas,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en vigas y cortes,CA
Concreto premezclado en losas aligeradas f'c=210 kg/cm2 slump de 4,CA
Encofrado normal y desencofrado losas aligeradas,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en losas aligeradas,CA
Concreto premezclado f'c=210 kg/cm2 en vigas slump 4,CA
Encofrado normal y desencofrado losas macizas h=0.20m,CA
Concreto premezclado en losas macizas f'c=210 kg/cm2 slump 4,CA
Colocación de Viguetas Firth 101,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en losas macizas,CA
Colocación de Viguetas Firth 102,CA
Colocación de Bovedillas Firth 50x50cm,CA
Colocación de Viguetas Firth 103,CA
Colocación de Viguetas Firth 104,CA
Encofrado normal y desencofrado losas aligeradas con h>3.00 mts,CA
Limpieza equipos encofrados - Sumaq,CA
Colocación de Viguetas Firth 105,CA
Transporte equipos de encofrado,CA
Encofrado normal y desencofrado losas maciza con h>3.00 mts,CA
Encofrado normal y desencofrado vigas con h>3.00 mts,CA
Encofrado normal y desencofrado escalera,CA
Concreto premezclado escalera f'c=210 kg/cm2 slump 4,CA
Acero corrugado fy= 4200 kg/cm2 grado 60 en escaleras,CA
Jardineras (incluye acero encofrado y concreto),CA
Curado de concreto,CA
Probetas de concreto,CA
Maestro de obra estructuras,ESTIM
Topógrafo Estructuras,ESTIM
Limpieza de obra estructuras,ESTIM
Enfermedades y Permisos Estructuras,ESTIM
Feriados Estructuras,ESTIM
Acarreo de bovedillas,ESTIM
Acarreo de viguetas,ESTIM
Acarreo de acero,ESTIM
Acarreo de encofrado,ESTIM
Acarreo materiales (etapa de sótanos),ESTIM
Piso cemento pulido,PP
Piso frotachado bruñado,PP
Piso frotachado,PP
Piso cerámico San Lorenzo Parqueton Legno 20x61cm,PP
Piso cerámico San Lorenzo concreto plata 45x45cm,PP
Contrapiso normal,PP
Sardinel de ducha,PP
Corte cola,PP
Piso semigres oxford grey 60x60 cm (pasadizos),PP
Piso Deck wpvc Decorcenter Grey 14.3x280cm,PP
Piso porcelanato Studio gris 60x60cm,PP
Piso Vinilico UV Ferreti color Roble natural espesor 6mm,PP
Piso cemento barrido,PP
Piso porcelanato San Lorenzo Segovia Gris 60x60cm,PP
Piso porcelanato San Lorenzo Sevilla Nero 21.6x21.6cm,PP
Granito lavado color gris en gradas,PP
Granito lavado en borde de piscina,PP
Piso de alfombra de alto tránsito,PP
Piso pepelma mate azul 36x36 cm (Piscina),PP
Granito lavado gris para jardineras,PP
Piso Cemento pulido (Escaleras),PP
Bruñas en escaleras cemento pulido,PP
Muro de bloques sílico calcáreos P-7,ALB
Muro de bloques sílico calcáreos P-10,ALB
Muro de bloques sílico calcáreos P-12,ALB
Muro de bloques sílico calcáreos P-14,ALB
Dinteles de concreto para silico calcáreo Lmax 1.00 m,ALB
Parapeto concreto h=20cm,ALB
Solaqueo de columnas y placas - SOTÁNOS,REVO
Solaqueo de cielo raso - SOTÁNOS,REVO
Solaqueo de vigas - SOTÁNOS,REVO
Tarrajeo de cielorraso,REVO
Tarrajeo de vigas,REVO
Tarrajeo impermeabilizado cisternas,REVO
Tarrajeo de columnas y placas,REVO
Tarrajeo exterior,REVO
Armado y desarmado de andamio exterior (crisostomo),REVO
Solaqueo ducto ascensor,REVO
Solaqueo muros laterales exterior (Cal nieve),REVO
Tarrajeo muro interior (escaleras),REVO
Tarrajeo cielorraso exterior (Balcones),REVO
Tarrajeo cajas llave agua y gas,REVO
Derrames,REVO
"Puertas principales MDF 6mm,modelo mediterraneo liso, color roble (0.9 X 2.10 m)",PUER
"Puertas cocina mdf 3mm, liso color pucalpa c/ visor pavonado (0.9x2.10m)",PUER
"Puertas interiores mdf 3mm, liso color pucalpa (0.9x2.10m)",PUER
"Puertas interiores mdf 3mm, liso color pucalpa (0.8x2.10m)",PUER
"Puertas interiores mdf 3mm, liso color pucalpa (0.7x2.10m)",PUER
Puertas cuarto tableros melamine (1.67 x 2.40) (2 hojas),PUER
Puertas ductos eléctrico de melamine (2.4 x 2.20 m) (3 hojas),PUER
Puertas ductos medidores agua de melamine (0.8 x 0.5 m) (2 hojas),PUER
Puertas ductos sanitario de melamine (0.9 x 0.5 m) (2 hojas),PUER
Puertas ductos gas de melamine (0.7 x 0.9 m) (2 hojas),PUER
Puertas ductos intercomunicadores de melamine (1.35 x 2.40 m) (2 hojas),PUER
"Bisagra 4"" omega acero inoxidable",PUER
"Bisagra 3.5"" omega con rodamiento",PUER
Chapa puerta principal,PUER
Chapa puerta interior,PUER
"Mampara, puerta, ventana y barandas de vidrio (Piso 1)",VMP
"Mampara, puerta, ventanas y celosías de vidrio y aluminio (Pisos)",VMP
"Mampara, puerta, ventana, cortaviento, celosía de vidrio (Pasadizos y azotea)",VMP
Puerta cortafuego,CMT
Puerta seccional color madera,CMT
"Pasamano metálico c/ tubo redondo, pintado color gris",CMT
"Baranda metálica c/ tubo redondo, pintado color gris (Escaleras)",CMT
"Baranda metálica c/ tubo cuadrado, pintado color negro H= 0.90 m (Balcones)",CMT
"Baranda metálica c/ tubo cuadrado, pintado color negro H= 0.90 m (Ingreso)",CMT
Pared cerámico misty blanco 45x45 san Lorenzo,PP
Ladrillo refractario en parrillas,PP
Cerámico berlin 30x60 cm,PP
Cerámico deco cardinale taupe 21.6x21.6 cm,PP
Cerámico blanco satinado 27x45 cm,PP
Cerámico genova plata 36x36 cm,PP
Enchape tipo ladrillo,PP
Alfombra pared (cine),PP
Cerámico tipo madera para jardineras (terraza piso 1),PP
Revestimiento granalla negra (Lobby),PP
Pintura interior (empastado),PINT
Pintura interior cielorraso (empastado),PINT
Pintura muro exterior,PINT
Papel colomural,PINT
Pintado de estacionamiento,PINT
Retoques de Pintura,PINT
Pintura cielorraso exterior (balcones),PINT
Molduras de pvc en unión techo-pared,PINT
"Estructuras metálicas (rejillas, tapas, escaleras, etc.)",CMT
Rejilla de drenaje a=20cm,CMT
Rejilla ventana metálica de ventilación,CMT
Rejilla de ventilación 0.9 x 2.10 m,CMT
Rejilla apersianada metálica de ventilación (Ascensor),CMT
Escalera de gato,CMT
Escalera de gato con canastilla de protección 3.0x0.88m,CMT
Malla con estructura metálica 16.46 x 3.0 m,CMT
Estructura para techo de Grupo electrógeno,CMT
Tapa junta de aluminio 1.70 x 0.30 m (Junta sísmica),CMT
Tapa metálica para pozo sumidero,CMT
Ventana metálica hermética para registro de cisternas,CMT
Rejas metálica debajo de escalera (sótano),CMT
Estacionamiento de bicicletas,CMT
Protector metálico para tuberías de desagüe (sótanos),CMT
Closet melamine blanco pelikano 18 mm (Sin módulo de cajones ),CLO
Closet melamine blanco pelikano 18 mm (Con 1 módulo de 4 cajones ),CLO
Inodoro one piece bali color blanco con botonera dual y asiento de caida lenta,ASG
Urinario Trebol Cadet blanco,ASG
Inodoro one piece Vainsa Ibiza blanco,ASG
Lavadero de acero inoxidable Ferreti Holland 40x46x20cm,ASG
Lavadero de acero inoxidable Ferreti Titan 37.5x41x17.5cm,ASG
Lavadero de losa vitrificada Vainsa Marbella 48x52.5x32.5cm,ASG
Lavatorio con pedestal Vainsa Lazio blanco,ASG
Lavatorio suspendido a la pared Trebol Ancón,ASG
Lavatorios avante vainsa 49x41x20 cm c/ pedestal cuarzo de losa vitrificada,ASG
Mueble bajo suspendido taylor 60 cm c/ lavatorio empotrado queen (baños),ASG
Contrazócalo de cemento pulido h=10cm,PP
Contrazócalo de madera color roble natural h: 7 cm espesor 15mm,PP
Contrazócalo cerámico San Lorenzo parquetón Legno h=10cm,PP
Contrazócalo semigres Oxford grey 60x60 cm,PP
Contrazócalo San Lorenzo Arkitech blanco 13x44cm h=10cm,PP
Contrazócalo porcelanato Studio Gris 60x60cm h=20cm,PP
Zócalo sanitario curvo de pvc blanco (decor center) h=8cm,PP
Mezcladora monocomando para ducha Italgrif Thaiti,ASG
Mezcladora Monocomando lavadero al mueble Italgrif Thaiti,ASG
Grifos jardín estándar 1/2,ASG
Llave vainsa temporizada para urinario,ASG
Mezcladora monocomando para lavatorio Italgrif Thaiti,ASG
Dispensador de jabón liquido adosado cobra,ASG
Barra seguridad discapacitados baños,ASG
Mezcladora a la pared Italgrif Baru con pico flexible,ASG
Llave de ducha Maui Vainsa,ASG
Llave vainsa temporizada p/lavatorio (c/ tubo abasto y desague push),ASG
Llave al mueble ferreti acero inox. (c/ tubo abasto),ASG
Papelera,ASG
Perchero de acero vainsa,ASG
Espejos 78x108 cm,ASG
Trampas P para lavatorios,ASG
"Sumideros y registros 2""",ASG
Ladrillo pastelero sobre parapeto,PP
Ladrillo pastelero,PP
Moldura teknopor con detalle (Recepción),PP
Tableros de melamine regruesado e=36mm (coworking),PP
Enchape de pared con melamina y listones (coworking),PP
Detalle de melamine de casitas (sala de niños),PP
Detalle teknopor forma de nubes (sala de niños),PP
Vinil decorativo en pared (Coworking),PP
Vinil maracaibo tablón Guayacan 08 (sala de niños),PP
Granito blanco sardo a= 60 mm con zócalo de 0.10 cm y faldón de o.04 cm. (cocina,TAB
Granito blanco sardo a= 65 mm con zócalo de 0.10 cm y faldón de o.04 cm. (cocina,TAB
Granito blanco sardo a= 70 mm con zócalo de 0.10 cm y faldón de o.04 cm,TAB
Granito blanco sardo a= 53 cm con zócalo de 0.10 cm y faldón de 0.04 cm,TAB
Cuarzo gris a=60 cm con zócalo 0.2 m y faldón de 0.04 m (Lavandería),TAB
Granito negro aracruz a=80 cm con zócalo 0.2 m (área de parrillas),TAB
Granito negro aracruz a=60 cm con zócalo 0.2 m y mandil 0.04 m (bar),TAB
Granito negro aracruz a=70 cm con zócalo 0.2 m y mandil 0.08 m (bar),TAB
Granito negro aracruz a=60 cm mandil 0.04m y zocalo 0.2 m (Sala gourmet),TAB
Marmol carrara blanco (Counter),TAB
Muebles bajos en melamine color blanco 18 mm c/ un módulo de cajones (cocina),MCO
Muebles altos en melamine color blanco 18 mm c/ un módulo de cajonera (cocina),MCO
Mueble recepción counter,MCO
Mueble Palomar (Recpción),VCM
"Tablero, Muebles bajos y repisa (salón gourmet)",MCO
"Muebles bajos en barra, repisas, luz led (Bar)",MCO
Mueble bajo melamine (zona de parrillas),MCO
Mueble bajo melamine (sala de cine),VCM
"Mueble bajo, estante y repisas (Lavandería)",VCM
Mueble bajo melamine (sala de niños),VCM
Concreto premezclado en poyos f´c = 210 kg/cm2 slump 4,CS
Encofrado/desencofrado poyos,CS
Topellantas,CS
Botallantas,CS
"Bancas de concreto (inc. acero, encofrado y concreto)",CS
"Macetones circulares (inc. acero, encofrado y concreto)",CS
Jardines secos,ARQIM
Jardines naturales con sistema de riego,ARQIM
Jardínes grass sintético,ARQIM
Luminarias,SAL
Espejos viales -SOTÁNOS,SEG
Señalética,SEG
Extintores,SEG
Esquineros para columnas en estacionamiento y patio de maniobras,SEG
Señaleticas decorativas,SEG
Contenedor de basura de 360 litros de plástico-SOTÁNOS,ARQIM
Tapas metalicas de gas,ARQIM
Tapas de cajas de agua,ARQIM
Numeros en acero para los departamentos h=0.10 aprox,ARQIM
Sistema Intercomunicador,ARQIM
"Contenedor de basura 1,100 litros de plástico",ARQIM
Limpieza fina departamentos,ARQIM
Limpieza fina pasadizos y áreas comunes,ARQIM
Limpieza fina sótanos,ARQIM
Recubrimiento microcemento en bancas y jardineras,REVO
Microcemento tipo ladrillo,REVO
Microcemento gris claro fachada,REVO
Microcemento oscuro fachada,REVO
Microcemento varios,REVO
Cieloraso de Drywall,TVAR
Muro drywall ductos instalaciones pasadizos,TVAR
Acarreo para Tarrajeos,ARQIM
Acarreo para Tabiquería,ARQIM
Acarreo de Enchapes y Pegamentos,ARQIM
Acarreo de Aparatos Sanitarios,ARQIM
Maestro de obra arquitectura,ARQIM
Topógrafo arquitectura,ARQIM
Limpieza obra desmonte Arquitectura,ARQIM
Enfermedades y Permisos Arquitectura,ARQIM
Feriados Arquitectura,ARQIM
Mano de Obra IISS - Sótanos,AF
Mano de Obra IISS - Pisos,AF
Materiales IISS - Pisos,AF
Mano de Obra II EE - Sótanos,SAL
Mano de Obra II EE - Pisos,SAL
Materiales II EE - Pisos,SAL
Post venta,ARQIM
Sistema agua presión constante,EQB
Sistema agua contra incendios (no listado),EQB
Sistema de detección y alarmas contra incendios,EQB
Sistema de ventilación mecánica,SVE
Sistema red gas natural,GAS
Ascensor de Pasajeros,ASC
Elevador de discapacitados,ASC
Grupo electrógeno (13kw),SAL
Cámaras de seguridad,SAL
      Oficinas (Res+Sup) en Obra inc. movilización y montaje,OP
      Caseta de vigilancia y seguridad,OP
      Responsabilidad vecinal,OP
      Comedor de Obreros,OP
      Almacén Depósito,OP
      SS.HH Portátiles ,OP
      Instalación eléctrica provisional,OP
      Instalación de agua provisional,OP
      Instalación de desagüe provisional,OP
      Cerco o Divisiones provisionales de obra (esp. material) con panel de madera pintado,OP
      Red provisional de energía y equipos de iluminación,OP
Plan de Seguridad,OP
      Equipos de protección individual,OP
      Equipos de protección colectiva,OP
      Señalización temporal de seguridad,OP
   Topografía (replanteo inicial de proyecto),TP
   Limpieza permanente de la obra (incl. Eliminación de desmonte),TP
   Excavacion Masiva c/equipo,MT
   Eliminacion Masiva c/equipo,MT
   Excavacion manual de zanjas p/cimientos,MT
   Relleno y compactacion con material propio,MT
   Relleno compactado con material de prestamo e=0.20m afirmado,MT
"   Anclajes postensados temporales (inc. Perfilado, pañeteo, etc.)",MT
"    Solado C:H 1:12 e=4""",CS
   Concreto pobre + 30% P.G. para falso cimiento,CS
   Encofrado y desencofrado para falso cimiento,CS
   Sobrecimiento C:H 1:8 + 25% PM,CS
   Encofrado y desencofrado para sobrecimiento,CS
      Concreto pre-mezclado f'c = 210 kg/cm2 Zapatas,CA
      Encofrado y desencofrado de Zapatas,CA
      Acero corrugado Zapatas fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo,CA
      Concreto pre-mezclado f'c = 210 kg/cm2 Cimientos de tabiques,CA
      Encofrado y desencofrado  cimientos de muros,CA
      Acero corrugado cimientos reforzados fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo,CA
      Concreto f'c=210 kg/cm2 para muros armados,CA
      Concreto f'c=280 kg/cm2 para muros armados,CA
      Encofrado y desencofrado de muros a una sola cara,CA
      Acero corrugado muros armados fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo,CA
      Concreto pre-mezclado f'c = 210 kg/cm2 - Placas,CA
      Concreto pre-mezclado f'c = 280 kg/cm2 - Placas,CA
      Encofrado y desencofrado de placas,CA
      Acero corrugado placas fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo,CA
      Concreto pre-mezclado f'c = 210 kg/cm2 - Columnas,CA
      Encofrado y desencofrado de columnas normales,CA
      Acero corrugado columnas fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo - COLUMNAS,CA
      Concreto pre-mezclado f'c = 210 kg/cm2 - Vigas,CA
      Encofrado y desencofrado de vigas,CA
      Acero corrugado vigas fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo - VIGAS,CA
      Concreto f'c=210 kg/cm2 en losas aligeradas,CA
      Encofrado y desencofrado de losas aligerada,CA
      Ladrillo para techo 15x30x30cm,CA
      Acero corrugado losa aligerada fy=4200 kg/cm2,CA
      Concreto pre-mezclado f'c = 210 kg/cm2 en - Losa maciza,CA
      Encofrado y desencofrado de losas macizas,CA
      Acero corrugado losa maciza fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo - LOSA MACIZA,CA
      Concreto pre-mezclado f'c = 210 kg/cm2 - Escaleras,CA
      Encofrado y desencofrado de escaleras,CA
      Acero corrugado escaleras fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo - ESCALERA,CA
"      Concreto pre-mezclado f'c = 280 kg/cm2 - Cisterna, con fibras",CA
      Encofrado y desencofrado de cisterna,CA
      Acero corrugado Cisterna fy=4200 kg/cm2,CA
      Curado de elementos de concreto armado con aditivo - CISTERNA,CA
      Concreto f'c = 210 kg/cm2 - losa apoyada en terreno incluye corte,CA
      Encofrado y desencofrado de losa apoyada en terreno,CA
      Acero corrugado de Pisos fy=4200 kg/cm2,CA
      Juntas con poliestireno expandido,CA
Muros de Ladrillo de Arcilla KK tipo IV Soga M1:1 E= 1.5 CM (E=15 CM),ALB
Acero N°08 en refuerzo de muros,ALB
"Dinteles p/placas P-7, P-10",ALB
   Tarrajeo de muros y columnas interiores mezcla C:A 1:5 e=1.5cm.,REVO
   Tarrajeo de muros exteriores mezcla C:A 1:5 e=1.5cm,REVO
   Solaqueo de columnas y placas interiores de concreto,REVO
   Solaqueo de placas laterales exteriores de concreto,REVO
   Tarrajeo de derrames en exteriores,REVO
   Tarrajeo Impermeabilizado en Cisterna,REVO
   Tarrajeo de cielo raso,REVO
   Tarrajeo en fondo de escalera,REVO
   Tarrajeo de vigas,REVO
   Solaqueado de cielorasos en estacionamientos,REVO
   Solaqueado de vigas,REVO
   Contrapiso e=40mm cemento frotachado,PP
Piso de cemento pulido con alisadora y endurecedor en cocheras,PP
   Piso de cemento bruñado @ 10cm en rampas,PP
   Piso impermeabilizado (En cisterna),PP
   Revestimiento de pasos y contrapasos c/cemento frotachado acabado C:A 1:2,REV
   Revestimiento de descanso c/cemento frotachado acabado C:A 1:2,REV
"tuberia pvc SAP de 4""",DES
"tuberia pvc SAL de 4""",DES
"tuberia pvc SAP de 3""",DES
"tuberia pvc SAL de 3""",DES
"tuberia de pvc SAP de 2""",DES
"tuberia de pvc SAL de 2""",DES
cajas 12*24,DES
"tuberia de descarga de 3""",DES
"tuberia de descarga de 2""",DES
"salida de desagüe de 2""",DES
"salida de desagüe de 3""",DES
"salida de desagüe de 4""",DES
"salida de ventilación de 2""",DES
"salida de ventilación de 3""",DES
"salida de ventilación de 4""",DES
"registro colgado de 4"" ",DES
"registro colgado de 3"" ",DES
"registro colgado de 2"" ",DES
"sumidero colgado de 4""",DES
"sumidero colgado de 3""",DES
"sumidero colgado de 2""",DES
"sumidero de 4"" ",DES
"sumidero de 3"" ",DES
"sumidero de 2"" ",DES
"registro roscado de 2"" ",DES
"sombrero de ventilacion de pvc de 4"" ",DES
"sombrero de ventilacion de pvc de 3"" ",DES
"sombrero de ventilacion de pvc de 2"" ",DES
colgadores,DES
"codo 90 AC, SH40 3""",DES
"valvula compuerta HD 3""",DES
"valvula check HD 3""",DES
"union de desmontaje HD 3""",DES
electrobomba sumergible 2.76HP,DES
"brida rompe agua AC SHC40 3""",DES
"tubería AC SHC40 3""",DES
"salida de agua ø = 1/2""",AF
"salida de medidor 1"" con valvulas concisa (no incluye medidor)",AF
"tuberia de PVC C10 ø 1/2""",AF
"tuberia de PVC C10 ø 3/4""",AF
"tuberia PVC C10 ø 1""",AF
"tuberia de Impulsión PVC C10 ø 2 1/2""",AF
"valvula de compuerta de bronce de 1/2"" ",AF
"valvula de compuerta de bronce de 3/4"" ",AF
"valvula de compuerta de bronce de 1""",AF
Sistema de bombeo sumidero y rebose (ver especificaciones),EQB
"Valvula de pie de fierro 3 1/2""",AF
"tubo de acero galvanizado C/R 3""",AF
"codo 90 de acero galvanizado roscado 3""",AF
"brida rompe agua AC SHC40 3""",AF
"valvula esférica de bronce roscada 3""",AF
"union universal acero galvanizado 3""",AF
"reduccion de acero galvanizado 3""x1 1/2"" roscada",AF
"ampliación de acero galvanizado 1""x2 1/2"" roscada",AF
"union universal acero galvanizado 2 1/2""",AF
"codo 90 acero galvanizado roscada 2 1/2""",AF
"valvula check de broncede 2 1/2"" roscada",AF
"valvula esférica de bronce roscada 2 1/2""",AF
"tubo de acero galvanizado C/R 2 1/2""",AF
"tee de acero galvanizado C/R 2 1/2""",AF
"reduccion de acero galvanizado 2 1/2""x1"" roscada",AF
"codo 90 acero galvanizado roscada 1""",AF
"union universal acero galvanizado 1""",AF
"valvula esfèrica de bronce roscada 1""",AF
"tubo de acero galvanizado C/R 1""",AF
tanque pulmon de 26 lts,AF
"union simple de acero galvanizado C/R 2""",AF
"adaptador union presion - rosca PVC 2 1/2""",AF
"valvula flotadora 1""",AF
boya p/válvula flotadora,AF
"tubo de acero galvanizado C/R 2""",AF
"valvula esférica de bronce roscada 2""",AF
"codo 90 acero galvanizado roscado 2""",AF
"tee de acero galvanizado C/R 2""",AF
"válvula check vertical de 2""",AF
"union universal acero galvanizado 2""",AF
"brida rompe agua 1""",AF
"valvula de bola de bronce 1"" C/R",AF
"codo de 90 4"" PVC C10 SP",AF
"tubería de 4"" PVC C10 SP",AF
"tubo de acero galvanizado C/R 1""",AF
"codo 90 acero galvanizado roscado 1""",AF
colgadores,ISIM
colgadores múltiples,ISIM
"salida de agua caliente  CPVC ø= 1/2""",AC
"salida de agua caliente  CPVC ø= 3/4""",AC
"tuberia de agua caliente CPVC ø= 1/2"" ",AC
"tuberia de agua caliente CPVC ø= 3/4"" ",AC
Pruebas hidraulicas,AC
Salida para centro de luz (no incluye lampara),SAL
Salida para braquet,SAL
Salida para luz de emergencia,SAL
Salida para lavadora (no incluye placas),SAL
Salida para Terma,SAL
Tomacorriente bipolar doble con toma a tierra (no incluye placas),SAL
Interruptor termomagnetico de 2x25 a (solo tubo y cable),SAL
"Interruptor unipolar simple de 1,2 y 3 golpe (no incluye placas)",SAL
Interruptor unipolar conmutación de 1 y 2 golpes (no incluye placas),SAL
Salida para fuente de intercomunicador,SAL
Salida para ascensor 20kw,SAL
Salida para plataforma elevadora (montacarro),SAL
Salida de sensor de monoxido (solo entubado),SAL
Salida para EA 35W,SAL
Salida para Ventilaciòn Mecánica 35W,SAL
Tubo pvc sap 100 mmø,CAN
Tubo pvc sap 76 mmø ,CAN
Tubo pvc sap 35 mmø  ,CAN
Tubo pvc sap 25 mmø  ,CAN
Tubo pvc sap 20 mmø  ,CAN
Alambre 1x120mm2 N2XOH,CAN
Alambre 1x50mm2 N2XOH,CAN
Alambre 1x25mm2 N2XOH,CAN
Alambre 1x16mm2 N2XOH,CAN
Alambre 1x10mm2 N2XOH,CAN
Alambre 1x6mm2 N2XOH,CAN
Alambre 1x4mm2 N2XOH,CAN
Alambre 1X6mm2 NH80,CAN
Alambre 1X4mm2 NH80,CAN
Alambre 1X2.5mm2 NH80,CAN
Alambre 1X2.5mm2 LSOH,CAN
CAJA DE PASO DE 500X500X200mm FG,CP
CAJA OCTOGONAL 100X100X55 mm FG,CP
CAJA OCTOGONAL 100X100X50 mm FG,CP
CAJA OCTOGONAL CON TAPACIEGA PVC,CP
CAJA RECTANGULAR FG 100X55X50mm,CP
CAJA CUADRADA 150X150X100mm FG,CP
CAJA CUADRADA 100X100X50 mm FG,CP
CAJA CUADRADA 150X150X75 mm FG,CP
TABLERO DE SERVICIOS GENERALES: TSG 001,TEL
TABLERO DE SERVICIOS GENERALES SOT 02: TSG - S2,TEL
TABLERO DE SERVICIOS GENERALES SOT 01: TSG - S1,TEL
TABLERO ASCENSOR: T - ASC,TEL
TABLERO CONTROL MONTACARRO: TC-MC,TEL
TABLERO CONTROL BOMBA AGUA: TC-BA,TEL
TABLERO CONTROL BOMBA DESAGUE: TC-BD,TEL
TABLERO GENERAL DE EMERGENCIA: TGE-001,TEL
TABLERO DE TRANSFERENCIA AUTOMATICA: T-TA,TEL
TABLERO DE VENTILACION MECANICA: TC-VM,TEL
TABLERO VENTILACION MECANICA: TC - VM2,TEL
TABLERO VENTILACION MECANICA: TC - VM1,TEL
