Descripcion,Codigo,Especialidad
acero corrugado fy= kg/cm grado refuerzo muro anclado,CA,ESTRUCTURAS
sistema anclaje para muros contencion,CA,ESTRUCTURAS
excavacion manual cimentaciones,MT,ESTRUCTURAS
"solados para cimentaciones, zapatas en columnas placas f'c= kg/cm e=cm",CA,ESTRUCTURAS
concreto en losas sobre terreno f'c= kg/cm,CA,ESTRUCTURAS
concreto ciclopeo para cimentacion : + % pg,CA,ESTRUCTURAS
concreto f'c= kg/cm en cimientos corridos vc slump '' a '' piedra,CA,ESTRUCTURAS
encofrado normal desencofrado cimientos vigas cimentacion,CA,ESTRUCTURAS
acero corrugado fy= kg/cm grado en cimiento corrido armado,CA,ESTRUCTURAS
concreto premezclado vigas cimentacion armado f'c = kg/cm,CA,ESTRUCTURAS
encofrado normal desencofrado vigas amarre,CA,ESTRUCTURAS
acero corrugado fy= kg/cm grado en vigas cimentacion,CA,ESTRUCTURAS
encofrado normal desencofrado zapatas,CA,ESTRUCTURAS
concreto en falsa zapata f'c = kg/cm,CA,ESTRUCTURAS
encofrado desencofrado normal falsa zapata,CA,ESTRUCTURAS
acero corrugado en losa sobre terreno,CA,ESTRUCTURAS
encofrado normal desencofrado losa sobre terreno,CA,ESTRUCTURAS
solados para cisterna,CA,ESTRUCTURAS
concreto premezclado en cisterna agua f'c = kg/cm,CA,ESTRUCTURAS
encofrado metalico desencofrado muros- cisterna,CA,ESTRUCTURAS
acero corrugado fy= kg/cm grado en muros contencion- cisterna,CA,ESTRUCTURAS
encofrado metalico desencofrado piso cisterna,CA,ESTRUCTURAS
encofrado metalico desencofrado losa maciza techo cisterna h>,CA,ESTRUCTURAS
concreto premezclado en cisterna agua f'c = kg/cm - piso techo,CA,ESTRUCTURAS
concreto premezclado placas f'c= kg/cm slump,CA,ESTRUCTURAS
concreto premezclado columnas f'c= kg/cm slump,CA,ESTRUCTURAS
encofrado normal desencofrado en vigas,CA,ESTRUCTURAS
concreto premezclado en losas aligeradas f'c= kg/cm slump,CA,ESTRUCTURAS
encofrado normal desencofrado losas aligeradas,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm en vigas slump,CA,ESTRUCTURAS
encofrado normal desencofrado losas macizas h=m,CA,ESTRUCTURAS
concreto premezclado en losas macizas f'c= kg/cm slump,CA,ESTRUCTURAS
colocacion viguetas firth,CA,ESTRUCTURAS
colocacion bovedillas firth xcm,CA,ESTRUCTURAS
encofrado normal desencofrado losas aligeradas con h> mts,CA,ESTRUCTURAS
limpieza equipos encofrados - sumaq,CA,ESTRUCTURAS
transporte equipos encofrado,CA,ESTRUCTURAS
encofrado normal desencofrado losas maciza con h> mts,CA,ESTRUCTURAS
encofrado normal desencofrado vigas con h> mts,CA,ESTRUCTURAS
concreto premezclado escalera f'c= kg/cm slump,CA,ESTRUCTURAS
jardineras (incluye acero encofrado concreto),CA,ESTRUCTURAS
probetas concreto,CA,ESTRUCTURAS
maestro obra estructuras,ESTIM,ESTRUCTURAS
topografo estructuras,ESTIM,ESTRUCTURAS
limpieza obra estructuras,ESTIM,ESTRUCTURAS
enfermedades permisos estructuras,ESTIM,ESTRUCTURAS
acarreo bovedillas,ESTIM,ESTRUCTURAS
acarreo viguetas,ESTIM,ESTRUCTURAS
acarreo acero,ESTIM,ESTRUCTURAS
acarreo encofrado,ESTIM,ESTRUCTURAS
acarreo materiales (etapa sotanos),ESTIM,ESTRUCTURAS
piso frotachado brunado,PP,ARQUITECTURA
piso frotachado,PP,ARQUITECTURA
piso ceramico san lorenzo parqueton legno xcm,PP,ARQUITECTURA
piso ceramico san lorenzo concreto plata xcm,PP,ARQUITECTURA
contrapiso normal,PP,ARQUITECTURA
sardinel ducha,PP,ARQUITECTURA
piso semigres oxford grey x cm (pasadizos),PP,ARQUITECTURA
piso deck wpvc decorcenter grey xcm,PP,ARQUITECTURA
piso porcelanato studio gris xcm,PP,ARQUITECTURA
piso vinilico uv ferreti color roble natural espesor mm,PP,ARQUITECTURA
piso porcelanato san lorenzo segovia gris xcm,PP,ARQUITECTURA
piso porcelanato san lorenzo sevilla nero xcm,PP,ARQUITECTURA
granito lavado color gris en gradas,PP,ARQUITECTURA
granito lavado en borde piscina,PP,ARQUITECTURA
piso alfombra alto transito,PP,ARQUITECTURA
piso pepelma mate azul x cm (piscina),PP,ARQUITECTURA
granito lavado gris para jardineras,PP,ARQUITECTURA
piso cemento pulido (escaleras),PP,ARQUITECTURA
brunas en escaleras cemento pulido,PP,ARQUITECTURA
muro bloques silico calcareos p-,ALB,ARQUITECTURA
dinteles concreto para silico calcareo lmax m,ALB,ARQUITECTURA
parapeto concreto h=cm,ALB,ARQUITECTURA
solaqueo columnas placas - sotanos,REVO,ARQUITECTURA
solaqueo cielo raso - sotanos,REVO,ARQUITECTURA
tarrajeo impermeabilizado cisternas,REVO,ARQUITECTURA
armado desarmado andamio exterior (crisostomo),REVO,ARQUITECTURA
solaqueo muros laterales exterior (cal nieve),REVO,ARQUITECTURA
tarrajeo muro interior (escaleras),REVO,ARQUITECTURA
tarrajeo cielorraso exterior (balcones),REVO,ARQUITECTURA
tarrajeo cajas llave agua gas,REVO,ARQUITECTURA
"puertas principales mdf mm,modelo mediterraneo liso, color roble ( x m)",PUER,ARQUITECTURA
"puertas cocina mdf mm, liso color pucalpa c/ visor pavonado (xm)",PUER,ARQUITECTURA
"puertas interiores mdf mm, liso color pucalpa (xm)",PUER,ARQUITECTURA
puertas cuarto tableros melamine ( x ) ( hojas),PUER,ARQUITECTURA
puertas ductos electrico melamine ( x m) ( hojas),PUER,ARQUITECTURA
puertas ductos medidores agua melamine ( x m) ( hojas),PUER,ARQUITECTURA
puertas ductos sanitario melamine ( x m) ( hojas),PUER,ARQUITECTURA
puertas ductos gas melamine ( x m) ( hojas),PUER,ARQUITECTURA
puertas ductos intercomunicadores melamine ( x m) ( hojas),PUER,ARQUITECTURA
"bisagra "" omega acero inoxidable",PUER,ARQUITECTURA
"bisagra "" omega con rodamiento",PUER,ARQUITECTURA
chapa puerta principal,PUER,ARQUITECTURA
chapa puerta interior,PUER,ARQUITECTURA
"mampara, puerta, ventana barandas vidrio (piso )",VMP,ARQUITECTURA
"mampara, puerta, ventanas celosias vidrio aluminio (pisos)",VMP,ARQUITECTURA
"mampara, puerta, ventana, cortaviento, celosia vidrio (pasadizos azotea)",VMP,ARQUITECTURA
puerta seccional color madera,CMT,ARQUITECTURA
"pasamano metalico c/ tubo redondo, pintado color gris",CMT,ARQUITECTURA
"baranda metalica c/ tubo redondo, pintado color gris (escaleras)",CMT,ARQUITECTURA
"baranda metalica c/ tubo cuadrado, pintado color negro h= m (balcones)",CMT,ARQUITECTURA
"baranda metalica c/ tubo cuadrado, pintado color negro h= m (ingreso)",CMT,ARQUITECTURA
pared ceramico misty blanco x san lorenzo,PP,ARQUITECTURA
ladrillo refractario en parrillas,PP,ARQUITECTURA
ceramico berlin x cm,PP,ARQUITECTURA
ceramico deco cardinale taupe x cm,PP,ARQUITECTURA
ceramico blanco satinado x cm,PP,ARQUITECTURA
ceramico genova plata x cm,PP,ARQUITECTURA
enchape tipo ladrillo,PP,ARQUITECTURA
alfombra pared (cine),PP,ARQUITECTURA
ceramico tipo madera para jardineras (terraza piso ),PP,ARQUITECTURA
revestimiento granalla negra (lobby),PP,ARQUITECTURA
pintura interior (empastado),PINT,ARQUITECTURA
pintura interior cielorraso (empastado),PINT,ARQUITECTURA
papel colomural,PINT,ARQUITECTURA
pintado estacionamiento,PINT,ARQUITECTURA
pintura cielorraso exterior (balcones),PINT,ARQUITECTURA
molduras pvc en union techo-pared,PINT,ARQUITECTURA
"estructuras metalicas (rejillas, tapas, escaleras, etc)",CMT,ARQUITECTURA
rejilla drenaje a=cm,CMT,ARQUITECTURA
rejilla ventana metalica ventilacion,CMT,ARQUITECTURA
rejilla ventilacion x m,CMT,ARQUITECTURA
rejilla apersianada metalica ventilacion (ascensor),CMT,ARQUITECTURA
escalera gato con canastilla proteccion xm,CMT,ARQUITECTURA
malla con estructura metalica x m,CMT,ARQUITECTURA
estructura para techo grupo electrogeno,CMT,ARQUITECTURA
tapa junta aluminio x m (junta sismica),CMT,ARQUITECTURA
tapa metalica para pozo sumidero,CMT,ARQUITECTURA
ventana metalica hermetica para registro cisternas,CMT,ARQUITECTURA
rejas metalica debajo escalera (sotano),CMT,ARQUITECTURA
protector metalico para tuberias desague (sotanos),CMT,ARQUITECTURA
closet melamine blanco pelikano mm (sin modulo cajones ),CLO,ARQUITECTURA
closet melamine blanco pelikano mm (con modulo cajones ),CLO,ARQUITECTURA
inodoro one piece bali color blanco con botonera dual asiento caida lenta,ASG,ARQUITECTURA
urinario trebol cadet blanco,ASG,ARQUITECTURA
inodoro one piece vainsa ibiza blanco,ASG,ARQUITECTURA
lavadero acero inoxidable ferreti holland xxcm,ASG,ARQUITECTURA
lavadero acero inoxidable ferreti titan xxcm,ASG,ARQUITECTURA
lavadero losa vitrificada vainsa marbella xxcm,ASG,ARQUITECTURA
lavatorio con pedestal vainsa lazio blanco,ASG,ARQUITECTURA
lavatorio suspendido a pared trebol ancon,ASG,ARQUITECTURA
lavatorios avante vainsa xx cm c/ pedestal cuarzo losa vitrificada,ASG,ARQUITECTURA
mueble bajo suspendido taylor cm c/ lavatorio empotrado queen (banos),ASG,ARQUITECTURA
contrazocalo madera color roble natural h: cm espesor mm,PP,ARQUITECTURA
contrazocalo ceramico san lorenzo parqueton legno h=cm,PP,ARQUITECTURA
contrazocalo semigres oxford grey x cm,PP,ARQUITECTURA
contrazocalo san lorenzo arkitech blanco xcm h=cm,PP,ARQUITECTURA
contrazocalo porcelanato studio gris xcm h=cm,PP,ARQUITECTURA
zocalo sanitario curvo pvc blanco (decor center) h=cm,PP,ARQUITECTURA
mezcladora monocomando para ducha italgrif thaiti,ASG,ARQUITECTURA
mezcladora monocomando lavadero al mueble italgrif thaiti,ASG,ARQUITECTURA
grifos jardin estandar /,ASG,ARQUITECTURA
llave vainsa temporizada para urinario,ASG,ARQUITECTURA
mezcladora monocomando para lavatorio italgrif thaiti,ASG,ARQUITECTURA
dispensador jabon liquido adosado cobra,ASG,ARQUITECTURA
barra seguridad discapacitados banos,ASG,ARQUITECTURA
mezcladora a pared italgrif baru con pico flexible,ASG,ARQUITECTURA
llave ducha maui vainsa,ASG,ARQUITECTURA
llave vainsa temporizada p/lavatorio (c/ tubo abasto desague push),ASG,ARQUITECTURA
llave al mueble ferreti acero inox (c/ tubo abasto),ASG,ARQUITECTURA
perchero acero vainsa,ASG,ARQUITECTURA
espejos x cm,ASG,ARQUITECTURA
trampas p para lavatorios,ASG,ARQUITECTURA
"sumideros registros """,ASG,ARQUITECTURA
ladrillo pastelero sobre parapeto,PP,ARQUITECTURA
moldura teknopor con detalle (recepcion),PP,ARQUITECTURA
tableros melamine regruesado e=mm (coworking),PP,ARQUITECTURA
enchape pared con melamina listones (coworking),PP,ARQUITECTURA
detalle melamine casitas (sala ninos),PP,ARQUITECTURA
detalle teknopor forma nubes (sala ninos),PP,ARQUITECTURA
vinil decorativo en pared (coworking),PP,ARQUITECTURA
vinil maracaibo tablon guayacan (sala ninos),PP,ARQUITECTURA
granito blanco sardo a= mm con zocalo cm faldon o cm (cocina,TAB,ARQUITECTURA
granito blanco sardo a= mm con zocalo cm faldon o cm,TAB,ARQUITECTURA
granito blanco sardo a= cm con zocalo cm faldon cm,TAB,ARQUITECTURA
cuarzo gris a= cm con zocalo m faldon m (lavanderia),TAB,ARQUITECTURA
granito negro aracruz a= cm con zocalo m (area parrillas),TAB,ARQUITECTURA
granito negro aracruz a= cm con zocalo m mandil m (bar),TAB,ARQUITECTURA
granito negro aracruz a= cm mandil m zocalo m (sala gourmet),TAB,ARQUITECTURA
marmol carrara blanco (counter),TAB,ARQUITECTURA
muebles bajos en melamine color blanco mm c/ un modulo cajones (cocina),MCO,ARQUITECTURA
muebles altos en melamine color blanco mm c/ un modulo cajonera (cocina),MCO,ARQUITECTURA
mueble recepcion counter,MCO,ARQUITECTURA
mueble palomar (recpcion),VCM,ARQUITECTURA
"tablero, muebles bajos repisa (salon gourmet)",MCO,ARQUITECTURA
"muebles bajos en barra, repisas, luz led (bar)",MCO,ARQUITECTURA
mueble bajo melamine (zona parrillas),MCO,ARQUITECTURA
mueble bajo melamine (sala cine),VCM,ARQUITECTURA
"mueble bajo, estante repisas (lavanderia)",VCM,ARQUITECTURA
mueble bajo melamine (sala ninos),VCM,ARQUITECTURA
concreto premezclado en poyos f'c = kg/cm slump,CS,ESTRUCTURAS
encofrado/desencofrado poyos,CS,ESTRUCTURAS
topellantas,CS,ESTRUCTURAS
botallantas,CS,ESTRUCTURAS
"bancas concreto (inc acero, encofrado concreto)",CS,ESTRUCTURAS
"macetones circulares (inc acero, encofrado concreto)",CS,ESTRUCTURAS
jardines secos,ARQIM,ARQUITECTURA
jardines naturales con sistema riego,ARQIM,ARQUITECTURA
jardines grass sintetico,ARQIM,ARQUITECTURA
luminarias,SAL,IIEE
espejos viales -sotanos,SEG,ESTRUCTURAS
senaletica,SEG,ESTRUCTURAS
esquineros para columnas en estacionamiento patio maniobras,SEG,ESTRUCTURAS
senaleticas decorativas,SEG,ESTRUCTURAS
contenedor basura litros plastico-sotanos,ARQIM,ARQUITECTURA
tapas metalicas gas,ARQIM,ARQUITECTURA
numeros en acero para los departamentos h= aprox,ARQIM,ARQUITECTURA
sistema intercomunicador,ARQIM,ARQUITECTURA
"contenedor basura , litros plastico",ARQIM,ARQUITECTURA
limpieza fina pasadizos areas comunes,ARQIM,ARQUITECTURA
limpieza fina sotanos,ARQIM,ARQUITECTURA
recubrimiento microcemento en bancas jardineras,REVO,ARQUITECTURA
microcemento tipo ladrillo,REVO,ARQUITECTURA
microcemento gris claro fachada,REVO,ARQUITECTURA
microcemento oscuro fachada,REVO,ARQUITECTURA
microcemento varios,REVO,ARQUITECTURA
cieloraso drywall,TVAR,ARQUITECTURA
muro drywall ductos instalaciones pasadizos,TVAR,ARQUITECTURA
acarreo para tarrajeos,ARQIM,ARQUITECTURA
acarreo para tabiqueria,ARQIM,ARQUITECTURA
acarreo enchapes pegamentos,ARQIM,ARQUITECTURA
acarreo aparatos sanitarios,ARQIM,ARQUITECTURA
maestro obra arquitectura,ARQIM,ARQUITECTURA
topografo arquitectura,ARQIM,ARQUITECTURA
mano obra iiss - sotanos,AF,IISS
mano obra iiss - pisos,AF,IISS
materiales iiss - pisos,AF,IISS
mano obra ii ee - sotanos,SAL,IIEE
mano obra ii ee - pisos,SAL,IIEE
materiales ii ee - pisos,SAL,IIEE
sistema agua presion constante,EQB,IISS
sistema agua contra incendios (no listado),EQB,IISS
sistema deteccion alarmas contra incendios,EQB,IISS
sistema red gas natural,GAS,EQUIPAMIENTO
elevador discapacitados,ASC,EQUIPAMIENTO
grupo electrogeno (kw),SAL,IIEE
camaras seguridad,SAL,IIEE
oficinas (res+sup) en obra inc movilizacion montaje,OP,ESTRUCTURAS
responsabilidad vecinal,OP,ESTRUCTURAS
sshh portatiles,OP,ESTRUCTURAS
instalacion agua provisional,OP,ESTRUCTURAS
cerco o divisiones provisionales obra (esp material) con panel madera pintado,OP,ESTRUCTURAS
red provisional energia equipos iluminacion,OP,ESTRUCTURAS
plan seguridad,OP,ESTRUCTURAS
topografia (replanteo inicial proyecto),TP,ESTRUCTURAS
limpieza permanente obra (incl eliminacion desmonte),TP,ESTRUCTURAS
excavacion masiva c/equipo,MT,ESTRUCTURAS
eliminacion masiva c/equipo,MT,ESTRUCTURAS
excavacion manual zanjas p/cimientos,MT,ESTRUCTURAS
relleno compactado con material prestamo e=m afirmado,MT,ESTRUCTURAS
"anclajes postensados temporales (inc perfilado, paneteo, etc)",MT,ESTRUCTURAS
"solado c:h : e=""",CS,ESTRUCTURAS
concreto pobre + % pg para falso cimiento,CS,ESTRUCTURAS
encofrado desencofrado para falso cimiento,CS,ESTRUCTURAS
sobrecimiento c:h : + % pm,CS,ESTRUCTURAS
encofrado desencofrado para sobrecimiento,CS,ESTRUCTURAS
concreto pre-mezclado f'c = kg/cm zapatas,CA,ESTRUCTURAS
acero corrugado zapatas fy= kg/cm,CA,ESTRUCTURAS
curado elementos concreto armado con aditivo,CA,ESTRUCTURAS
concreto pre-mezclado f'c = kg/cm cimientos tabiques,CA,ESTRUCTURAS
encofrado desencofrado cimientos muros,CA,ESTRUCTURAS
acero corrugado cimientos reforzados fy= kg/cm,CA,ESTRUCTURAS
concreto f'c= kg/cm para muros armados,CA,ESTRUCTURAS
encofrado desencofrado muros a una sola cara,CA,ESTRUCTURAS
acero corrugado muros armados fy= kg/cm,CA,ESTRUCTURAS
concreto pre-mezclado f'c = kg/cm - placas,CA,ESTRUCTURAS
acero corrugado placas fy= kg/cm,CA,ESTRUCTURAS
concreto pre-mezclado f'c = kg/cm - columnas,CA,ESTRUCTURAS
encofrado desencofrado columnas normales,CA,ESTRUCTURAS
acero corrugado columnas fy= kg/cm,CA,ESTRUCTURAS
curado elementos concreto armado con aditivo - columnas,CA,ESTRUCTURAS
concreto pre-mezclado f'c = kg/cm - vigas,CA,ESTRUCTURAS
acero corrugado vigas fy= kg/cm,CA,ESTRUCTURAS
curado elementos concreto armado con aditivo - vigas,CA,ESTRUCTURAS
concreto f'c= kg/cm en losas aligeradas,CA,ESTRUCTURAS
encofrado desencofrado losas aligerada,CA,ESTRUCTURAS
ladrillo para techo xxcm,CA,ESTRUCTURAS
acero corrugado losa aligerada fy= kg/cm,CA,ESTRUCTURAS
concreto pre-mezclado f'c = kg/cm en - losa maciza,CA,ESTRUCTURAS
acero corrugado losa maciza fy= kg/cm,CA,ESTRUCTURAS
curado elementos concreto armado con aditivo - losa maciza,CA,ESTRUCTURAS
concreto pre-mezclado f'c = kg/cm - escaleras,CA,ESTRUCTURAS
acero corrugado escaleras fy= kg/cm,CA,ESTRUCTURAS
curado elementos concreto armado con aditivo - escalera,CA,ESTRUCTURAS
"concreto pre-mezclado f'c = kg/cm - cisterna, con fibras",CA,ESTRUCTURAS
acero corrugado cisterna fy= kg/cm,CA,ESTRUCTURAS
curado elementos concreto armado con aditivo - cisterna,CA,ESTRUCTURAS
concreto f'c = kg/cm - losa apoyada en terreno incluye corte,CA,ESTRUCTURAS
encofrado desencofrado losa apoyada en terreno,CA,ESTRUCTURAS
acero corrugado pisos fy= kg/cm,CA,ESTRUCTURAS
juntas con poliestireno expandido,CA,ESTRUCTURAS
muros ladrillo arcilla kk tipo iv soga m: e= cm (e= cm),ALB,ARQUITECTURA
acero ndeg en refuerzo muros,ALB,ARQUITECTURA
"dinteles p/placas p-, p-",ALB,ARQUITECTURA
tarrajeo muros columnas interiores mezcla c:a : e=cm,REVO,ARQUITECTURA
tarrajeo muros exteriores mezcla c:a : e=cm,REVO,ARQUITECTURA
solaqueo columnas placas interiores concreto,REVO,ARQUITECTURA
solaqueo placas laterales exteriores concreto,REVO,ARQUITECTURA
tarrajeo derrames en exteriores,REVO,ARQUITECTURA
tarrajeo en fondo escalera,REVO,ARQUITECTURA
solaqueado cielorasos en estacionamientos,REVO,ARQUITECTURA
solaqueado vigas,REVO,ARQUITECTURA
contrapiso e=mm cemento frotachado,PP,ARQUITECTURA
piso cemento pulido con alisadora endurecedor en cocheras,PP,ARQUITECTURA
piso cemento brunado @ cm en rampas,PP,ARQUITECTURA
piso impermeabilizado (en cisterna),PP,ARQUITECTURA
revestimiento pasos contrapasos c/cemento frotachado acabado c:a :,REV,ARQUITECTURA
revestimiento descanso c/cemento frotachado acabado c:a :,REV,ARQUITECTURA
"tuberia pvc sap """,DES,IISS
cajas *,DES,IISS
"tuberia descarga """,DES,IISS
"sumidero colgado """,DES,IISS
colgadores,DES,IISS
"codo ac, sh """,DES,IISS
"valvula compuerta hd """,DES,IISS
"valvula check hd """,DES,IISS
"union desmontaje hd """,DES,IISS
electrobomba sumergible hp,DES,IISS
"brida rompe agua ac shc """,DES,IISS
"tuberia ac shc """,DES,IISS
"salida agua o = /""",AF,IISS
"salida medidor "" con valvulas concisa (no incluye medidor)",AF,IISS
"tuberia pvc c o /""",AF,IISS
"tuberia pvc c o """,AF,IISS
"tuberia impulsion pvc c o /""",AF,IISS
sistema bombeo sumidero rebose (ver especificaciones),EQB,IISS
"valvula pie fierro /""",AF,IISS
"tubo acero galvanizado c/r """,AF,IISS
"codo acero galvanizado roscado """,AF,IISS
"brida rompe agua ac shc """,AF,IISS
"valvula esferica bronce roscada """,AF,IISS
"union universal acero galvanizado """,AF,IISS
"reduccion acero galvanizado ""x /"" roscada",AF,IISS
"ampliacion acero galvanizado ""x /"" roscada",AF,IISS
"union universal acero galvanizado /""",AF,IISS
"codo acero galvanizado roscada /""",AF,IISS
"valvula check broncede /"" roscada",AF,IISS
"valvula esferica bronce roscada /""",AF,IISS
"tubo acero galvanizado c/r /""",AF,IISS
"tee acero galvanizado c/r /""",AF,IISS
"reduccion acero galvanizado /""x"" roscada",AF,IISS
"codo acero galvanizado roscada """,AF,IISS
tanque pulmon lts,AF,IISS
"union simple acero galvanizado c/r """,AF,IISS
"adaptador union presion - rosca pvc /""",AF,IISS
boya p/valvula flotadora,AF,IISS
"tee acero galvanizado c/r """,AF,IISS
"valvula check vertical """,AF,IISS
"brida rompe agua """,AF,IISS
"valvula bola bronce "" c/r",AF,IISS
"codo "" pvc c sp",AF,IISS
"tuberia "" pvc c sp",AF,IISS
colgadores,ISIM,IISS
colgadores multiples,ISIM,IISS
"salida agua caliente cpvc o= /""",AC,IISS
"tuberia agua caliente cpvc o= /""",AC,IISS
salida para centro luz (no incluye lampara),SAL,IIEE
salida para lavadora (no incluye placas),SAL,IIEE
salida para terma,SAL,IIEE
tomacorriente bipolar doble con toma a tierra (no incluye placas),SAL,IIEE
interruptor termomagnetico x a (solo tubo cable),SAL,IIEE
"interruptor unipolar simple , golpe (no incluye placas)",SAL,IIEE
interruptor unipolar conmutacion golpes (no incluye placas),SAL,IIEE
salida para ascensor kw,SAL,IIEE
salida para plataforma elevadora (montacarro),SAL,IIEE
salida sensor monoxido (solo entubado),SAL,IIEE
salida para ea w,SAL,IIEE
salida para ventilacion mecanica w,SAL,IIEE
alambre xmm nxoh,CAN,IIEE
alambre xmm nh,CAN,IIEE
alambre xmm lsoh,CAN,IIEE
caja paso xxmm fg,CP,IIEE
caja octogonal xx mm fg,CP,IIEE
caja octogonal con tapaciega pvc,CP,IIEE
caja rectangular fg xxmm,CP,IIEE
caja cuadrada xxmm fg,CP,IIEE
caja cuadrada xx mm fg,CP,IIEE
tablero servicios generales: tsg,TEL,IIEE
tablero servicios generales sot : tsg - s,TEL,IIEE
tablero ascensor: t - asc,TEL,IIEE
tablero control montacarro: tc-mc,TEL,IIEE
tablero control bomba agua: tc-ba,TEL,IIEE
tablero control bomba desague: tc-bd,TEL,IIEE
tablero general emergencia: tge-,TEL,IIEE
tablero transferencia automatica: t-ta,TEL,IIEE
tablero ventilacion mecanica: tc-vm,TEL,IIEE
tablero ventilacion mecanica: tc - vm,TEL,IIEE
tablero distribucion tipico,TEL,IIEE
pozo tierra ohm,SPT,IIEE
barra equipontencial,SPT,IIEE
salida bomba desague hp,EQB,IISS
salida bomba jockey hp,EQB,IISS
salida bomba agua hp,EQB,IISS
control nivel agua,EQB,IISS
salida para television,SAL,IIEE
salida detector temperatura,SAL,IIEE
salida para alarma con luz estroboscopica,SAL,IIEE
tubo pvc sap mmo alarma contraincendio,CAN,IIEE
tubo pvc sap mmo intercomunicador,CAN,IIEE
tubo pvc sap mmo tv cable,CAN,IIEE
tubo pvc sap mmo telefono,CAN,IIEE
bandeja para comunicaciones x mm,CAN,IIEE
pruebas aislamiento,IEIM,IIEE
connexion a banco medidores,IEIM,IIEE
"mamaparas sala - comedor, vidrio templado mm",VMP,ARQUITECTURA
balcones,CERR,ARQUITECTURA
"mamparas kitchenette, vidrio templado mm",VMP,ARQUITECTURA
"mamparasdormitorios, vidrio templado mm",VMP,ARQUITECTURA
"mamparas puerta principal, vidrio templado mm",VMP,ARQUITECTURA
"mampara hall, vidrio templado mm",VMP,ARQUITECTURA
"ventanas sala - comedor, vidrio templado mm",VMP,ARQUITECTURA
"ventanas kitchenette, vidrio templado mm",VMP,ARQUITECTURA
"ventanas lavanderia, vidrio templado mm",VMP,ARQUITECTURA
"ventanas dormitorio, vidrio templado mm",VMP,ARQUITECTURA
"puertas principales en departamentos x , laqueada, inc inst",PUER,ARQUITECTURA
"puertas interiores departamentos, pintadas, inc inst",PUER,ARQUITECTURA
cocinas / lavanderias m x m,PUER,ARQUITECTURA
dormitorios m x m,PUER,ARQUITECTURA
banos m x m,PUER,ARQUITECTURA
depositos servicio m x m,PUER,ARQUITECTURA
m x m (ingreso a garages),PUER,ARQUITECTURA
"m x m (en escaleras), con chapa, pintadas e inst",PUER,ARQUITECTURA
muebles altos cocina melamine mm,MCO,ARQUITECTURA
muebles bajos melamine mm,MCO,ARQUITECTURA
closets melamine mm grande,CLO,ARQUITECTURA
closets melamine mm mediano,CLO,ARQUITECTURA
closets cde melamine mm chico,CLO,ARQUITECTURA
cajoneras,CLO,ARQUITECTURA
puertas lavanderia melamine mm,PUER,ARQUITECTURA
mueble recepcion melamine mm,VCM,ARQUITECTURA
"piso porcelanato ingreso, hall principal, vestibulo escalera",PP,ARQUITECTURA
"porcelanato sshh principal, piso pared",PP,ARQUITECTURA
"porcelanato sshh compartido, piso pared",PP,ARQUITECTURA
"porcelanato cocina lavanderia, piso pared",PP,ARQUITECTURA
"porcelanato balcones terrazas, piso",PP,ARQUITECTURA
pegamento celima extrafuerte,PP,ARQUITECTURA
fragua celima,PP,ARQUITECTURA
"piso laminado alto transito, incplastico, espuma colocacion",PP,ARQUITECTURA
"contrazocalo madera bolaina, pintado cm",PP,ARQUITECTURA
"barandas escalera, tubo redondo , pintado colocado",CMT,ARQUITECTURA
rejilla desague (rampa),CMT,ARQUITECTURA
puerta reja (cuarto bombas),CMT,ARQUITECTURA
muros interiores,PINT,ARQUITECTURA
muros exteriores ductos fachada,PINT,ARQUITECTURA
lavaderos cocina acero inoxidable poza s/escurridero,ASG,ARQUITECTURA
griferia mezcladora para cocinas,ASG,ARQUITECTURA
inodoros one piece - color blanco,ASG,ARQUITECTURA
"lavatorio con mueble p/bano, incgriferia",ASG,ARQUITECTURA
griferia mezcladora p/duchas,ASG,ARQUITECTURA
medio bano servicio,ASG,ARQUITECTURA
"mesa granito "" en cocina",TAB,ARQUITECTURA
"intercomunicador, puntos dobles, inccableria e instalacion",COM,IIEE
llaves esfericas / agua fria,ISIM,IISS
llaves esfericas / agua caliente,ISIM,IISS
universales / agua fria,ISIM,IISS
universales / agua caliente,ISIM,IISS
adaptadores / agua fria,ISIM,IISS
adaptadores / agua caliente,ISIM,IISS
universales / agua frria,ISIM,IISS
kit cuellos cera pernos anclaje,ISIM,IISS
"tapas rejistro """,ISIM,IISS
"rejillas """,ISIM,IISS
kit desague trampa lavadero cocina,ISIM,IISS
"llaves esfericas "" agua fria",ISIM,IISS
cano jardin para cocheras,ISIM,IISS
cintas teflon,ISIM,IISS
instalaciones conexiones,ISIM,IISS
tomacorriente bipolar doble c/tierra,IEIM,IIEE
tomacorriente bipolar simple c/tierra,IEIM,IIEE
interruptores dobles,IEIM,IIEE
interruptores simples,IEIM,IIEE
interruptores commutacion,IEIM,IIEE
punto cable,IEIM,IIEE
pulsadores,IEIM,IIEE
tapas ciegas,IEIM,IIEE
llaves termomagneticas,IEIM,IIEE
laves trifasicas,IEIM,IIEE
llaves monofasicas,IEIM,IIEE
-xmm tw,IEIM,IIEE
-xmm tw + x mm,IEIM,IIEE
-xmm thw + x mm(t),IEIM,IIEE
-xmm thw + x mm tw (t),IEIM,IIEE
-xmm lsh + x mm tw (t),IEIM,IIEE
